posting_id,source,title,company,role,ai_inflected,seniority_years,posted_date,skill_ids,skill_names,facets_present,salary_known,salary_period,monthly_min,monthly_max,monthly_point
104:8mf7k,104,AI 創新部【3D演算法工程師】AI Algorithm Engineer – Focus on 3D Vision,捷立康生物科技股份有限公司,algorithm_engineer,False,,,"java,python,machine_learning,computer_vision,deep_learning,aws,azure,gcp","Java, Python, Machine Learning (general), Computer Vision, Deep Learning (general), AWS, Azure, GCP","1,1,3,4,4,7,7,7",False,unknown,,,
104:8v2uh,104,（新竹）Senior AI Algorithm Engineer 資深 AI 演算法工程師,宇見智能科技股份有限公司,algorithm_engineer,False,5.0,,"python,machine_learning,computer_vision,deep_learning,pytorch","Python, Machine Learning (general), Computer Vision, Deep Learning (general), PyTorch","1,3,4,4,4",False,unknown,,,
104:6fxf3,104,Computer Vision Algorithm Engineer | 電腦視覺演算法工程師,鴻華國際科技股份有限公司,other,False,,,computer_vision,Computer Vision,4,True,monthly,50000.0,120000.0,85000.0
104:92l33,104,Algorithm Engineer - Clinical Development Engineering,瑞鈦醫療器材股份有限公司,ml_engineer,False,1.0,,"python,machine_learning,computer_vision,pytorch,tensorflow","Python, Machine Learning (general), Computer Vision, PyTorch, TensorFlow","1,3,4,4,4",False,unknown,,,
104:8ts5i,104,類比IC演算法工程師（Analog IC Algorithm Engineer）,鋒迪亞股份有限公司,algorithm_engineer,False,1.0,,"python,computer_vision","Python, Computer Vision","1,4",False,unknown,,,
104:8nh22,104,【RD】Algorithm Engineer,見臻科技股份有限公司,algorithm_engineer,False,,,"python,r_lang,machine_learning,computer_vision","Python, R, Machine Learning (general), Computer Vision","1,1,3,4",False,unknown,,,
104:884ay,104,資深感知演算法工程師/Senior Perception Algorithm Engineer,台灣智慧駕駛股份有限公司,ml_engineer,False,3.0,,"python,cnn,computer_vision,deep_learning,pytorch,tensorflow","Python, CNN, Computer Vision, Deep Learning (general), PyTorch, TensorFlow","1,4,4,4,4,4",False,unknown,,,
104:8gcrf,104,演算法工程師Algorithm Engineer,博晶醫電股份有限公司,algorithm_engineer,True,2.0,,"python,machine_learning,computer_vision,deep_learning,fine_tuning","Python, Machine Learning (general), Computer Vision, Deep Learning (general), Fine-tuning","1,3,4,4,5",False,unknown,,,
104:8xlbi,104,電動車演算法開發工程師(Algorithm)-F65,鴻華先進科技股份有限公司,data_scientist,False,,,"python,machine_learning","Python, Machine Learning (general)","1,3",True,monthly,55000.0,,55000.0
104:6wo41,104,非揮發性記憶體演算法工程師 NAND Flash Algorithm Engineer,Phison Electronics Corp_群聯電子股份有限公司,data_scientist,False,,,python,Python,1,False,unknown,,,
104:91m7x,104,資深ISP演算法開發工程師,晶相光電股份有限公司,data_scientist,False,5.0,,"python,machine_learning","Python, Machine Learning (general)","1,3",False,unknown,,,
104:92c9w,104,Senior Algorithm Engineer ( ISP/AE/AWB ),台灣米高蒲志國際股份有限公司,other,False,5.0,,,,,False,unknown,,,
104:8xc44,104,AI演算法工程師,擷發科技股份有限公司,ml_engineer,True,5.0,,"python,etl,numpy,pandas,computer_vision,deep_learning,pytorch,tensorflow,fine_tuning,llm,model_serving","Python, ETL/ELT, NumPy, pandas, Computer Vision, Deep Learning (general), PyTorch, TensorFlow, Fine-tuning, Large Language Models, Model Serving","1,2,2,2,4,4,4,4,5,5,6",False,unknown,,,
104:5a4s6,104,音訊演算法工程師 (Audio Algorithm Engineer),英屬開曼群島商意騰科技股份有限公司台灣分公司,data_scientist,False,,,python,Python,1,False,unknown,,,
104:8texp,104,製程品質工程師,勤正電子股份有限公司,data_analyst,False,,,excel,Excel,8,True,monthly,30000.0,33000.0,31500.0
104:70s2f,104,網路AI媒體公關銷售經理,喬棋數位廣告行銷有限公司,data_analyst,False,1.0,,dashboard,Dashboarding,8,True,monthly,50000.0,100000.0,75000.0
104:8slqn,104,AI 工程師,政久興業股份有限公司,ml_engineer,False,,,"python,mysql,nosql,postgresql,computer_vision,nlp,pytorch,tensorflow,docker,aws,azure,gcp","Python, MySQL, NoSQL, PostgreSQL, Computer Vision, NLP, PyTorch, TensorFlow, Docker, AWS, Azure, GCP","1,2,2,2,4,4,4,4,6,7,7,7",False,unknown,,,
104:92lpv,104,AI 工程師,碩益科技股份有限公司,ai_engineer,True,3.0,,"python,sql,pytorch,transformer,langchain,llm,rag,vector_db,docker,fastapi,excel","Python, SQL, PyTorch, Transformer, LangChain, Large Language Models, RAG, Vector Database, Docker, FastAPI, Excel","1,1,4,4,5,5,5,5,6,6,8",False,unknown,,,
104:92iig,104,研發工程師,源壹科技股份有限公司(零壹科技關係企業),other,False,,,,,,False,unknown,,,
104:8q3w0,104,AI工程師（台中分校）,本公司其他工作,ml_engineer,True,1.0,,"python,machine_learning,deep_learning,pytorch,llm","Python, Machine Learning (general), Deep Learning (general), PyTorch, Large Language Models","1,3,4,4,5",False,unknown,,,
104:92lrs,104,軟體工程師Software Engineer,永悅健康股份有限公司,backend,False,,,"java,python,sql,ci_cd,docker,kubernetes,dashboard,data_viz,nodejs,rest_api,spring","Java, Python, SQL, CI/CD, Docker, Kubernetes, Dashboarding, Data Visualization, Node.js, REST API, Spring Boot","1,1,1,6,6,6,8,8,9,9,9",False,unknown,,,
104:92lud,104,平台工程師Platform Engineer,永悅健康股份有限公司,data_engineer,False,3.0,,"java,python,sql,etl,ci_cd,docker,kubernetes,aws,azure,gcp,dashboard","Java, Python, SQL, ETL/ELT, CI/CD, Docker, Kubernetes, AWS, Azure, GCP, Dashboarding","1,1,1,2,6,6,6,7,7,7,8",False,unknown,,,
104:92ikm,104,助理工程師 (AI 標記),飛捷科技股份有限公司,ml_engineer,False,,,"machine_learning,computer_vision,excel","Machine Learning (general), Computer Vision, Excel","3,4,8",True,monthly,40000.0,50000.0,45000.0
104:8qlnx,104,AI 應用工程師,全球儀器科技股份有限公司,ai_engineer,True,3.0,,"python,machine_learning,llm,rag,vector_db,microservices,rest_api","Python, Machine Learning (general), Large Language Models, RAG, Vector Database, Microservices, REST API","1,3,5,5,5,9,9",False,unknown,,,
104:8sr49,104,AI 軟體工程師,太能系統股份有限公司,ml_engineer,True,1.0,,"bash,java,python,sql,nosql,machine_learning,deep_learning,fine_tuning,llm,ci_cd,docker,kubernetes,rest_api","Bash/Shell, Java, Python, SQL, NoSQL, Machine Learning (general), Deep Learning (general), Fine-tuning, Large Language Models, CI/CD, Docker, Kubernetes, REST API","1,1,1,1,2,3,4,5,5,6,6,6,9",False,unknown,,,
104:916gq,104,AI代理工程師 (Agentic System Engineer),尊博科技股份有限公司,ai_engineer,True,,,"golang,java,python,sql,ai_agents,model_apis,langchain,llm,prompt_engineering,rag,vector_db,docker,fastapi,kubernetes,aws,azure,gcp,django,flask,rest_api","Go, Java, Python, SQL, AI Agents, Foundation Model APIs, LangChain, Large Language Models, Prompt Engineering, RAG, Vector Database, Docker, FastAPI, Kubernetes, AWS, Azure, GCP, Django, Flask, REST API","1,1,1,1,5,5,5,5,5,5,5,6,6,6,7,7,7,9,9,9",True,monthly,43000.0,68000.0,55500.0
104:8ygl1,104,【新北】AI研發工程師,愛吠的狗娛樂股份有限公司,ai_engineer,True,2.0,,"python,machine_learning,fine_tuning,model_apis,langchain,llm,rag","Python, Machine Learning (general), Fine-tuning, Foundation Model APIs, LangChain, Large Language Models, RAG","1,3,5,5,5,5,5",True,yearly,66666.66666666667,100000.0,83333.33333333334
104:92jwk,104,AI 工程師__I6601,FUNDAY_智擎數位科技股份有限公司,ai_engineer,True,5.0,,"python,machine_learning,deep_learning,nlp,model_apis,langchain,llm,prompt_engineering,rag,aws,gcp,nodejs","Python, Machine Learning (general), Deep Learning (general), NLP, Foundation Model APIs, LangChain, Large Language Models, Prompt Engineering, RAG, AWS, GCP, Node.js","1,3,4,4,5,5,5,5,5,7,7,9",False,unknown,,,
104:8mki1,104,工作,,other,False,,,,,,False,unknown,,,
104:8zku9,104,NVIDIA Isaac 工程師,邏數股份有限公司,data_scientist,False,,,"python,machine_learning,computer_vision","Python, Machine Learning (general), Computer Vision","1,3,4",False,unknown,,,
104:8x3c4,104,AI 售前工程師 AI Presales Engineer,亞太智能機器股份有限公司,ai_engineer,True,3.0,,"python,fine_tuning,llm,prompt_engineering,rag,docker,kubernetes,model_serving,gcp","Python, Fine-tuning, Large Language Models, Prompt Engineering, RAG, Docker, Kubernetes, Model Serving, GCP","1,5,5,5,5,6,6,6,7",False,unknown,,,
104:8qb3t,104,軟體產品工程師,永聚資科技股份有限公司,backend,False,1.0,,"java,python,kafka,etl,redis,docker,kubernetes,databricks,microservices,rest_api,spring","Java, Python, Apache Kafka, ETL/ELT, Redis, Docker, Kubernetes, Databricks, Microservices, REST API, Spring Boot","1,1,2,2,2,6,6,7,9,9,9",False,unknown,,,
104:8h3qz,104,現場監造工程師,來來建材有限公司,data_analyst,False,1.0,,dashboard,Dashboarding,8,True,yearly,50000.0,,50000.0
104:92dl7,104,IT 工程師,飛捷科技股份有限公司,data_engineer,False,2.0,,"bash,python,computer_vision,aws,gcp","Bash/Shell, Python, Computer Vision, AWS, GCP","1,1,4,7,7",True,yearly,58333.333333333336,,58333.333333333336
104:9163b,104,AI 系統應用工程師,璽樂科技股份有限公司,ml_engineer,True,,,"python,machine_learning,computer_vision,deep_learning,nlp,llm,prompt_engineering,rag,nodejs,rest_api","Python, Machine Learning (general), Computer Vision, Deep Learning (general), NLP, Large Language Models, Prompt Engineering, RAG, Node.js, REST API","1,3,4,4,4,5,5,5,9,9",False,unknown,,,
104:8x053,104,MEMS R&D 工程師,阿比特電子科技股份有限公司,other,False,,,r_lang,R,1,False,unknown,,,
104:90vbj,104,【寵物預防醫學】品牌電商營運PM（品牌官網：Shopline/Cyber​​biz）,嬌寵誓優股份有限公司,data_analyst,False,2.0,,"r_lang,dashboard","R, Dashboarding","1,8",True,monthly,40000.0,45000.0,42500.0
104:8ob2k,104,國外業務– Overseas Sales,怡利電子工業股份有限公司,data_analyst,False,2.0,,"r_lang,dashboard","R, Dashboarding","1,8",False,unknown,,,
104:8p73i,104,生成式AI工程師,智控科技有限公司,ml_engineer,True,1.0,,"python,r_lang,machine_learning,statistics,computer_vision,deep_learning,keras,nlp,pytorch,tensorflow,llm","Python, R, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), Keras, NLP, PyTorch, TensorFlow, Large Language Models","1,1,3,3,4,4,4,4,4,4,5",False,unknown,,,
104:92inh,104,生成式AI技術工程師,台灣智慧雲端服務股份有限公司,data_scientist,False,,,"python,r_lang","Python, R","1,1",False,unknown,,,
104:8zf70,104,電商行銷企劃專員（熟生成式 AI）(全職/兼職/約聘/專案),倍勁企業有限公司,ai_engineer,True,,,"r_lang,model_apis,llm,dashboard","R, Foundation Model APIs, Large Language Models, Dashboarding","1,5,5,8",True,monthly,25000.0,55000.0,40000.0
104:8y245,104,AI 生成式影像行銷專員 (Generative AI Specialist),信孚產業股份有限公司,ai_engineer,True,,,prompt_engineering,Prompt Engineering,5,False,unknown,,,
104:8h35b,104,【產品部】AI應用技術PM,真建築科技股份有限公司,ai_engineer,True,5.0,,"python,statistics,cnn,computer_vision,fine_tuning,prompt_engineering,rag","Python, Statistics, CNN, Computer Vision, Fine-tuning, Prompt Engineering, RAG","1,3,4,4,5,5,5",False,unknown,,,
104:8wsmf,104,AI - Software Engineer,英屬開曼群島商知畫科技股份有限公司,ml_engineer,True,,,"python,machine_learning,computer_vision,deep_learning,pytorch,tensorflow,diffusion,llm","Python, Machine Learning (general), Computer Vision, Deep Learning (general), PyTorch, TensorFlow, Diffusion Models, Large Language Models","1,3,4,4,4,4,5,5",False,unknown,,,
104:8sgca,104,【AI內容生成師】AI訓練師、生成式AI工程師、詠唱師,皮克網路有限公司,ai_engineer,True,,,"python,machine_learning,diffusion,model_apis,llm","Python, Machine Learning (general), Diffusion Models, Foundation Model APIs, Large Language Models","1,3,5,5,5",True,monthly,35000.0,50000.0,42500.0
104:8um4w,104,數位金融處-生成式AI應用策略規劃師,永豐商業銀行股份有限公司,ai_engineer,True,,,"llm,rag,azure,gcp","Large Language Models, RAG, Azure, GCP","5,5,7,7",False,unknown,,,
104:903xx,104,AI專案管理人員,早安美芝城_三民晨食有限公司,data_engineer,True,3.0,,"machine_learning,llm,aws,azure","Machine Learning (general), Large Language Models, AWS, Azure","3,5,7,7",True,monthly,45000.0,50000.0,47500.0
104:8scdw,104,AI影音生成工程師,智控科技有限公司,ml_engineer,True,1.0,,"python,machine_learning,statistics,computer_vision,deep_learning,keras,nlp,pytorch,tensorflow,llm","Python, Machine Learning (general), Statistics, Computer Vision, Deep Learning (general), Keras, NLP, PyTorch, TensorFlow, Large Language Models","1,3,3,4,4,4,4,4,4,5",False,unknown,,,
104:8utb8,104,AI應用規劃師,群益證券投資信託股份有限公司,ml_engineer,True,2.0,,"python,sql,machine_learning,deep_learning,nlp,pytorch,tensorflow,fine_tuning,llm,rag","Python, SQL, Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow, Fine-tuning, Large Language Models, RAG","1,1,3,4,4,4,4,5,5,5",False,unknown,,,
104:8zerb,104,生成式AI影像工程師 (工作地點：新北板橋),智崴資訊科技股份有限公司,ai_engineer,True,3.0,,"python,diffusion,fine_tuning,huggingface,llm,lora","Python, Diffusion Models, Fine-tuning, Hugging Face, Large Language Models, LoRA / PEFT","1,5,5,5,5,5",False,unknown,,,
104:8wf0t,104,東海大學智慧永續循環經濟研究中心誠徵生成式 AI 工程師（Generative AI Engineer）,本公司其他工作,ai_engineer,True,,,"python,spark,pytorch,ai_agents,embeddings,fine_tuning,huggingface,llm,lora,prompt_engineering,rag,vector_db,ci_cd,docker,fastapi,model_serving,flask,nodejs","Python, Apache Spark, PyTorch, AI Agents, Embeddings, Fine-tuning, Hugging Face, Large Language Models, LoRA / PEFT, Prompt Engineering, RAG, Vector Database, CI/CD, Docker, FastAPI, Model Serving, Flask, Node.js","1,2,4,5,5,5,5,5,5,5,5,5,6,6,6,6,9,9",False,unknown,,,
104:8y25q,104,AI Engineer / AI 應用工程師（RAG × LLM × Agent）,智信創新科技股份有限公司,ai_engineer,True,,,"python,mysql,postgresql,machine_learning,computer_vision,deep_learning,nlp,pytorch,langchain,llm,prompt_engineering,rag,vector_db,docker,nodejs,rest_api","Python, MySQL, PostgreSQL, Machine Learning (general), Computer Vision, Deep Learning (general), NLP, PyTorch, LangChain, Large Language Models, Prompt Engineering, RAG, Vector Database, Docker, Node.js, REST API","1,2,2,3,4,4,4,4,5,5,5,5,5,6,9,9",True,monthly,50000.0,70000.0,60000.0
104:91gk2,104,AI 應⽤與⾃動化⼯程師,CONTIN 康定_奇來生技有限公司,ai_engineer,True,3.0,,"python,computer_vision,llm,rag,docker","Python, Computer Vision, Large Language Models, RAG, Docker","1,4,5,5,6",True,monthly,55000.0,,55000.0
104:8f6lx,104,AI 導入顧問 AI Application Consultant,未來巢科技股份有限公司,ai_engineer,True,,,"llm,prompt_engineering,rag","Large Language Models, Prompt Engineering, RAG","5,5,5",True,yearly,50000.0,100000.0,75000.0
104:8nhja,104,LLM 生成式 AI 軟體工程師(台中),瑞司智慧整合股份有限公司,ai_engineer,True,2.0,,"python,kafka,machine_learning,nlp,pytorch,fine_tuning,model_apis,huggingface,llm,prompt_engineering,rag,aws","Python, Apache Kafka, Machine Learning (general), NLP, PyTorch, Fine-tuning, Foundation Model APIs, Hugging Face, Large Language Models, Prompt Engineering, RAG, AWS","1,2,3,4,4,5,5,5,5,5,5,7",True,monthly,60000.0,,60000.0
104:7ri5w,104,GOGORO新莊民安-無經驗帶薪培訓_車輛維修技師Engineer[PBGN證照享到職後3個月保障薪資],Gogoro_渝城車業有限公司,ai_engineer,True,1.0,,"llm,rag,excel","Large Language Models, RAG, Excel","5,5,8",True,monthly,30000.0,55000.0,42500.0
104:91ej8,104,AI Product Planner 產品企劃,普安科技股份有限公司,ai_engineer,True,3.0,,"ai_agents,llm,rag","AI Agents, Large Language Models, RAG","5,5,5",False,unknown,,,
104:8zac5,104,LLM Fine-Tuning Engineer,布魯斯人事顧問有限公司,ml_engineer,True,3.0,,"java,python,nlp,pytorch,tensorflow,transformer,fine_tuning,huggingface,llm,lora","Java, Python, NLP, PyTorch, TensorFlow, Transformer, Fine-tuning, Hugging Face, Large Language Models, LoRA / PEFT","1,1,4,4,4,4,5,5,5,5",True,yearly,108333.33333333333,150000.0,129166.66666666666
104:8od2p,104,LLM Engineer,晧飛思科技股份有限公司,ai_engineer,True,3.0,,"java,python,fine_tuning,llm","Java, Python, Fine-tuning, Large Language Models","1,1,5,5",True,yearly,83333.33333333333,125000.0,104166.66666666666
104:8tz7r,104,"【Product Development】LLM & Backend Engineer — Realtime Copilot (Prompt Systems, Tooling, Infra)",易思腦科技股份有限公司,ai_engineer,True,5.0,,"java,python,machine_learning,statistics,nlp,embeddings,fine_tuning,llm,prompt_engineering,rag,aws,gcp","Java, Python, Machine Learning (general), Statistics, NLP, Embeddings, Fine-tuning, Large Language Models, Prompt Engineering, RAG, AWS, GCP","1,1,3,3,4,5,5,5,5,5,7,7",False,unknown,,,
104:8qo7q,104,LLM Algorithm Applications Engineer,威旭資訊股份有限公司,ml_engineer,True,3.0,,"python,r_lang,ab_testing,machine_learning,deep_learning,nlp,pytorch,tensorflow,fine_tuning,model_apis,llm,lora,rag,ci_cd,aws","Python, R, A/B Testing, Machine Learning (general), Deep Learning (general), NLP, PyTorch, TensorFlow, Fine-tuning, Foundation Model APIs, Large Language Models, LoRA / PEFT, RAG, CI/CD, AWS","1,1,3,3,4,4,4,4,5,5,5,5,5,6,7",False,unknown,,,
104:8720n,104,"〖新竹〗Software Engineer, LLM Product",滿拓科技股份有限公司,backend,True,2.0,,"python,mysql,postgresql,machine_learning,fine_tuning,llm,docker,nodejs","Python, MySQL, PostgreSQL, Machine Learning (general), Fine-tuning, Large Language Models, Docker, Node.js","1,2,2,3,5,5,6,9",False,unknown,,,
104:8wz60,104,LLM 語言模型開發工程師,阿米巴科技股份有限公司,ai_engineer,True,,,"python,nlp,pytorch,ai_agents,model_apis,langchain,llm,llamaindex,rag,vector_db,docker,fastapi,flask,nodejs","Python, NLP, PyTorch, AI Agents, Foundation Model APIs, LangChain, Large Language Models, LlamaIndex, RAG, Vector Database, Docker, FastAPI, Flask, Node.js","1,4,4,5,5,5,5,5,5,5,6,6,9,9",False,unknown,,,
104:90xbb,104,Senior LLM Engineer_FedGPT,Taiwan AI Labs_雅婷智慧股份有限公司,ml_engineer,True,,,"java,python,machine_learning,deep_learning,nlp,fine_tuning,llm,rag,docker,kubernetes","Java, Python, Machine Learning (general), Deep Learning (general), NLP, Fine-tuning, Large Language Models, RAG, Docker, Kubernetes","1,1,3,4,4,5,5,5,6,6",False,unknown,,,
104:8tt8t,104,Senior Software Engineer-LLM,賽輪思股份有限公司,ai_engineer,True,3.0,,"java,python,machine_learning,llm,rag,gcp","Java, Python, Machine Learning (general), Large Language Models, RAG, GCP","1,1,3,5,5,7",True,yearly,100000.0,133333.33333333334,116666.66666666667
104:8cy5n,104,Senior Software Engineer (LLM),HOMEE AI_睿締國際科技股份有限公司,ml_engineer,True,3.0,,"java,python,machine_learning,pytorch,huggingface,llm,lora,rag,ci_cd,docker,model_serving,aws","Java, Python, Machine Learning (general), PyTorch, Hugging Face, Large Language Models, LoRA / PEFT, RAG, CI/CD, Docker, Model Serving, AWS","1,1,3,4,5,5,5,5,6,6,6,7",True,yearly,108333.33333333333,,108333.33333333333
104:8svzo,104,AI Agent Project Manager (LLM),犀動智能科技股份有限公司,ai_engineer,True,,,"nlp,llm,rag","NLP, Large Language Models, RAG","4,5,5",False,unknown,,,
104:8y97z,104,【本土領先量化交易公司】LLM 工程師,百仕聯股份有限公司,ai_engineer,True,,,"java,python,nlp,pytorch,tensorflow,fine_tuning,model_apis,llm,lora,rag,ci_cd","Java, Python, NLP, PyTorch, TensorFlow, Fine-tuning, Foundation Model APIs, Large Language Models, LoRA / PEFT, RAG, CI/CD","1,1,4,4,4,5,5,5,5,5,6",True,monthly,160000.0,230000.0,195000.0
104:8o8yp,104,軟體研發類(17629): R&D Engineer - Verdi Assistant (LLM/MCP/Agent) (需有工作經驗),"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",ai_engineer,True,3.0,,"python,r_lang,ai_agents,llm,prompt_engineering,ci_cd","Python, R, AI Agents, Large Language Models, Prompt Engineering, CI/CD","1,1,5,5,5,6",False,unknown,,,
104:8zjik,104,【AI RD Engineer】 LLM / Agent AI (Junior ~ Mid-level),艾陽科技股份有限公司,ai_engineer,True,1.0,,"python,r_lang,machine_learning,ai_agents,embeddings,fine_tuning,huggingface,langchain,llm,llamaindex,lora,prompt_engineering,rag,vector_db,docker,fastapi,model_serving,rest_api","Python, R, Machine Learning (general), AI Agents, Embeddings, Fine-tuning, Hugging Face, LangChain, Large Language Models, LlamaIndex, LoRA / PEFT, Prompt Engineering, RAG, Vector Database, Docker, FastAPI, Model Serving, REST API","1,1,3,5,5,5,5,5,5,5,5,5,5,5,6,6,6,9",False,unknown,,,
104:90kdt,104,軟體工程師｜後端 / 全端 / LLM 應用開發(工作地點新北市中和區),希格諾科技股份有限公司,ai_engineer,True,1.0,,"java,python,r_lang,mysql,postgresql,redis,machine_learning,ai_agents,langchain,llm,llamaindex,prompt_engineering,rag,vector_db,ci_cd,docker,fastapi,dotnet,django,flask","Java, Python, R, MySQL, PostgreSQL, Redis, Machine Learning (general), AI Agents, LangChain, Large Language Models, LlamaIndex, Prompt Engineering, RAG, Vector Database, CI/CD, Docker, FastAPI, .NET, Django, Flask","1,1,1,2,2,2,3,5,5,5,5,5,5,5,6,6,6,9,9,9",False,unknown,,,
104:90jry,104,LLM 模型開發工程師 | LLM Engineer,歐耀科技有限公司,ai_engineer,True,,,"python,r_lang,machine_learning,deep_learning,pytorch,tensorflow,ai_agents,fine_tuning,huggingface,llm,prompt_engineering,rag,model_serving,excel","Python, R, Machine Learning (general), Deep Learning (general), PyTorch, TensorFlow, AI Agents, Fine-tuning, Hugging Face, Large Language Models, Prompt Engineering, RAG, Model Serving, Excel","1,1,3,4,4,4,5,5,5,5,5,5,6,8",False,unknown,,,
104:8xnob,104,初級大型語言模型 (LLM) / 機器學習 (ML) 工程師,毅聲科技有限公司,data_scientist,True,2.0,,"python,r_lang,numpy,pandas,feature_engineering,machine_learning,scikit_learn,deep_learning,pytorch,tensorflow,ai_agents,fine_tuning,llm,docker,aws,azure,gcp","Python, R, NumPy, pandas, Feature Engineering, Machine Learning (general), scikit-learn, Deep Learning (general), PyTorch, TensorFlow, AI Agents, Fine-tuning, Large Language Models, Docker, AWS, Azure, GCP","1,1,2,2,3,3,3,4,4,4,5,5,5,6,7,7,7",False,unknown,,,
104:8t9ak,104,LLM 應用工程師 / LLM Application Engineer,禾多移動多媒體股份有限公司,data_scientist,True,,,"python,machine_learning,llm","Python, Machine Learning (general), Large Language Models","1,3,5",False,unknown,,,
104:55zfe,104,【不動產經紀人員】(新北市全區)挑戰月領7萬/房仲業務/新鮮人大學畢無工作經驗首選,信義房屋股份有限公司,data_scientist,False,,,machine_learning,Machine Learning (general),3,True,monthly,50000.0,70000.0,60000.0
104:7fgrb,104,PHP Web 工程師 (Junior or Mid level),夏木樂股份有限公司,backend,True,1.0,,"mysql,llm,nodejs,php","MySQL, Large Language Models, Node.js, PHP","2,5,9,9",True,monthly,45000.0,60000.0,52500.0
104:8t0l5,104,後端工程師 Backend Engineer,沃提利數位有限公司,backend,True,3.0,,"sql,mysql,redis,llm,ci_cd,kubernetes,gcp,php,rest_api","SQL, MySQL, Redis, Large Language Models, CI/CD, Kubernetes, GCP, PHP, REST API","1,2,2,5,6,6,7,9,9",True,monthly,50000.0,66000.0,58000.0
104:8wj0l,104,Golang 後端工程師 / Golang Backend Engineer,本公司其他工作,backend,False,3.0,,"golang,java,postgresql,redis,php","Go, Java, PostgreSQL, Redis, PHP","1,1,2,2,9",True,monthly,60000.0,,60000.0
104:7e88o,104,【ThreatVision】後端工程師 Backend Engineer,杜浦數位安全股份有限公司,backend,False,3.0,,"golang,java,python,kafka,elasticsearch,etl,mysql,redis,docker,kubernetes,aws,php","Go, Java, Python, Apache Kafka, Elasticsearch, ETL/ELT, MySQL, Redis, Docker, Kubernetes, AWS, PHP","1,1,1,2,2,2,2,2,6,6,7,9",False,unknown,,,
104:8w0h3,104,後端工程師,燦宇視界娛樂股份有限公司,backend,False,,,"golang,mysql,redis,ci_cd,kubernetes,gcp,nodejs,php","Go, MySQL, Redis, CI/CD, Kubernetes, GCP, Node.js, PHP","1,2,2,6,6,7,9,9",False,unknown,,,
104:7bngy,104,後端工程師,先鋒機械股份有限公司,backend,True,1.0,,"golang,mongodb,nosql,redis,statistics,llm,ci_cd,docker,kubernetes,dashboard,dotnet,nodejs,php,rest_api","Go, MongoDB, NoSQL, Redis, Statistics, Large Language Models, CI/CD, Docker, Kubernetes, Dashboarding, .NET, Node.js, PHP, REST API","1,2,2,2,3,5,6,6,6,8,9,9,9,9",True,monthly,50000.0,85000.0,67500.0
104:8smu5,104,後端工程師 Backend Engineer,飛起來行銷股份有限公司,backend,False,,,"golang,sql,nosql,postgresql,redis,docker,kubernetes,gcp,php,rest_api","Go, SQL, NoSQL, PostgreSQL, Redis, Docker, Kubernetes, GCP, PHP, REST API","1,1,2,2,2,6,6,7,9,9",True,monthly,40000.0,,40000.0
104:8mtao,104,後端工程師,沐訊科技股份有限公司,backend,False,3.0,,"golang,java,python,sql,dotnet,php","Go, Java, Python, SQL, .NET, PHP","1,1,1,1,9,9",True,monthly,40000.0,60000.0,50000.0
104:8i2ti,104,工作,,other,False,,,,,,False,unknown,,,
104:8xvjd,104,工作,,other,False,,,,,,False,unknown,,,
104:8d5gs,104,【SaaS】後端工程師 / Backend Engineer,鼎恒數位科技股份有限公司,backend,False,,,"golang,sql,kubernetes,dotnet,php","Go, SQL, Kubernetes, .NET, PHP","1,1,6,9,9",False,unknown,,,
104:8i2tj,104,後端工程師 Backend Engineer,禾凱企業有限公司,backend,False,,,"golang,sql,mysql,nosql,postgresql,redis,docker,aws,nodejs,php,rest_api","Go, SQL, MySQL, NoSQL, PostgreSQL, Redis, Docker, AWS, Node.js, PHP, REST API","1,1,2,2,2,2,6,7,9,9,9",False,unknown,,,
104:8o5p0,104,後端工程師,泰科動力股份有限公司,backend,False,,,"golang,python,nosql,ci_cd,docker,microservices,php","Go, Python, NoSQL, CI/CD, Docker, Microservices, PHP","1,1,2,6,6,9,9",False,unknown,,,
104:8rxe8,104,後端工程師,何聯資產管理有限公司,backend,False,3.0,,"golang,kafka,redis,docker,kubernetes,microservices,php,rest_api","Go, Apache Kafka, Redis, Docker, Kubernetes, Microservices, PHP, REST API","1,2,2,6,6,9,9,9",True,monthly,50000.0,,50000.0
104:8xi2q,104,後端工程師 Backend Engineer_高雄,昕力資訊股份有限公司,backend,False,2.0,,"golang,java,python,mysql,docker,aws,gcp,dotnet,django,nodejs,rest_api,spring","Go, Java, Python, MySQL, Docker, AWS, GCP, .NET, Django, Node.js, REST API, Spring Boot","1,1,1,2,6,7,7,9,9,9,9,9",False,unknown,,,
104:8rydt,104,後端工程師 / 資深後端工程師,千研萬宇科技有限公司,backend,False,,,"java,python,mysql,ci_cd,microservices,spring","Java, Python, MySQL, CI/CD, Microservices, Spring Boot","1,1,2,6,9,9",True,monthly,50000.0,100000.0,75000.0
104:8m48o,104,資深後端工程師,慧誠智醫股份有限公司,backend,False,6.0,,"java,python,docker,dotnet,flask,rest_api,spring","Java, Python, Docker, .NET, Flask, REST API, Spring Boot","1,1,6,9,9,9,9",False,unknown,,,
